Name,Ingredients,Level,FoodType,ImageSrc
Jerk fish,"4 whole sea bream , or red mullet, gutted and scaled, from sustainable sources 2 limes , to serve JERK MARINADE 1 tablespoon allspice berries 1 tablespoon black peppercorns 2 bay leaves 1 large pinch of ground cloves ½ tablespoon muscovado sugar 2 tablespoons runny honey 2 tablespoons thyme a few sprigs of fresh coriander 3cm piece of fresh ginger 2 cloves of garlic 2 Scotch bonnet chillies 2 spring onions 1 lime olive oil 2 tbsp golden rum , optional CORN SALSA 3 fresh corn on the cob 1 ripe mango 3 spring onions ½ bunch of fresh coriander , (15g) 2 ripe tomatoes 2 limes",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Wild boar burgers,"500 g minced wild boar shoulder or belly 1 tablespoon brown sauce Worcestershire sauce 1 tablespoon tomato sauce 2 shallots 4 burger buns olive oil 2 Braeburn or Cox's apples 50 g blue cheese , such as Colston Bassett Stilton 30 g watercress",not-too-tricky,game,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Spicy pasties,"1 clove of garlic 1 thumb-sized piece of ginger 1 fresh red chilli 1 tsp olive oil 1 tsp mustard seeds ½ tsp fenugreek seeds 10 curry leaves 200 g higher-welfare mutton, chicken or goat 1 small onion 1 x 400g tin of chickpeas 3 ripe tomatoes ½ head of cauliflower PASTRY 500 g plain flour , plus extra for dusting 250 g unsalted butter , chilled 1 egg , beaten, for brushing over the pastry SALAD 1 handful of baby carrots 1 soft round lettuce 1 small bunch of fresh mint plain yoghurt ½ lemon",not-too-tricky,lamb,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
New potatoes & trout,"2 kg Jersey Royal new potatoes 50 g salted butter 250 g smoked trout fillets , from sustainable sources 1 splash of cider vinegar , or 1 lemon ½ a bunch of fresh chives",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Ultimate quesadillas,"1 yellow pepper 1 red pepper 1 red chilli ½ a bunch of fresh coriander , (15g) 120 g Cheddar cheese 4 large flour tortillas Pineapple salsa ½ red chilli 227 g tinned pineapple rings in juice olive oil ½ teaspoon black mustard seeds ½ lime Guacamole 2 ripe avocados ½ red onion 1 red chilli 2 ripe tomatoes ½ bunch of fresh coriander 2 limes Dip 250 g cottage cheese ½ lime",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Crab rigatoni,"4 cloves of garlic 2 large fennel bulbs olive oil 1 bunch of flat-leaf parsley 1 teaspoon dried chilli flakes ½ teaspoon ground cinnamon ½ teaspoon fennel seeds 2 lemons 2 x 400g tins of chopped tomatoes 250 g cherry tomatoes , on the vine 500 g rigatoni , dried or fresh 250 g undressed brown crabmeat , from sustainable sources 250 g white crabmeat , from sustainable sources",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Prawn panzanella,"1 yellow pepper 1 red pepper 3 thick slices of ciabatta 16 cherry tomatoes 3 spring onions 16 cooked and peeled prawns , from sustainable sources 1 small handful of celery tops Jalapeño dressing 4 pickled jalapeños 6 tbsp extra virgin olive oil 3 tbsp white wine vinegar",not-too-tricky,seafood,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Pasta con le sarde,"40 g sultanas or raisins 1 onion 6 baby fennel bulbs , including green tops 6 tablespoons olive oil 1 teaspoon saffron threads 200 g toasted pine nuts 4 anchovy fillets , from sustainable sources 12 sardines , cleaned and boned, heads removed, to produce butterfly fillets, from sustainable sources 480 g bucatini 2 tablespoons toasted breadcrumbs",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Roasted chilli frittata,"4-8 chillies , a mixture of green, red and yellow 1 red or green pepper , optional 1 tbsp red wine vinegar olive oil 6 sprigs of flat-leaf parsley 1 knob of butter 1 clove of garlic 5 large free-range eggs 1 handful of grated Parmesan 100 g goat's cheese , or 100g feta salad leaves , to serve",not-too-tricky,eggs,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Mackerel plaki,"8 small sustainably sourced whole mackerel , cleaned, gutted (2kg total), from sustainable sources 2 carrots 2 onions 4 ripe tomatoes 3 cloves of garlic 3 fresh bay leaves 3 tbsp extra virgin olive oil 4 sprigs of fresh flat-leaf parsley 1 lemon , plus extra 150 ml dry white wine",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Lamb lagoto,"1 bulb of garlic olive oil 2 kg boned leg of lamb , trimmed and cut into 5cm pieces 6 plum tomatoes , or 1 x 400g tin of chopped tomatoes 1 tablespoon tomato purée 1 teaspoon dried oregano 1 teaspoon dried mint 1½ lemons",not-too-tricky,lamb,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Chicken tikka masala,4 skinless free-range chicken breasts 2 onions 5 cm piece of ginger ½ a bunch of fresh coriander 1 fresh red chilli groundnut or vegetable oil 1 x 400g tin of plum tomatoes ½ x 400g tin of light coconut milk 1 small handful of flaked almonds fat-free natural yogurt 1 lemon TIKKA MASALA PASTE 1-2 fresh red chillies 2 cloves of garlic 5 cm piece of ginger 1 teaspoon cumin seeds 1 teaspoon coriander seeds 1 teaspoon cayenne pepper 1 tablespoon smoked paprika 2 teaspoons garam masala 2 tablespoons groundnut oil 2 tablespoons tomato purée 1 bunch of fresh coriander ½ tablespoon desiccated coconut 2 tablespoons ground almonds,not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Gluten-free quiche,"100 g unsalted butter , cold, plus extra for greasing 200 g gluten-free plain flour , plus extra for dusting 2 rashers of higher-welfare streaky bacon 2 cloves of garlic , peeled 2 medium leeks , trimmed olive oil ½ a bunch of fresh thyme 100 g spinach 45 g Cheddar cheese 3 large free-range eggs 3 tablespoons crème fraîche sea salt freshly ground black pepper",not-too-tricky,eggs,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Gluten-free pasta dough,"150 g gluten-free rice flour , plus extra for dusting 50 g potato starch 1 tablespoon corn flour 2 tablespoons xanthan gum ¼ teaspoon fine sea salt 3 large free-range eggs 1 tablespoon extra virgin olive oil",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Gluten-free beef lasagne,"2 carrots , peeled 2 onions , peeled 2 cloves of garlic , peeled 2 sticks of celery , trimmed olive oil 2 rashers of higher-welfare smoked streaky bacon ½ a bunch of fresh thyme 500 g quality beef mince a good splash of red wine 1 gluten-free beef stock cube , preferably organic 2 x 400 g tins of plum tomatoes sea salt freshly ground black pepper 1 x gluten-free pasta dough For the béchamel: 1 litre semi-skimmed milk 35 g unsalted butter 25 g gluten-free plain flour 25 g corn flour 70 g Parmesan cheese 1 whole nutmeg , for grating",not-too-tricky,beef,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Caesar on the lighter side,"1 cos lettuce , or romaine 1 clove of garlic 2 tablespoons olive oil ½ a lemon 30 g Parmesan cheese , plus extra to serve 2 teaspoons Worcestershire sauce 75 g low-fat natural yoghurt 2 anchovy fillets , in olive oil",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Garden glut soup,"1 medium onion 2 sticks of celery 1 medium leek 2 cloves of garlic olive oil 3 medium potatoes 2 courgettes 1 vegetable stock cube , or 1.4 litres hot fresh vegetable stock 100 g podded fresh peas , or broad beans 200 g baby spinach a few sprigs of fresh mint",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Salmon fishcakes,"50 g fresh or frozen peas 600 g potatoes ½ a bunch of fresh chives , (15g) 2 x 180g tins of salmon , from sustainable sources 1 lemon 1 tablespoon plain flour , plus extra for dusting 1 large free-range egg olive oil",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Rainbow salad wrap,"2 small raw beetroots , different colours if possible (roughly 150g) 2 carrots 150 g white cabbage 1 pear , firm ½ a bunch of fresh mint , (15g) ½ a bunch of fresh flat-leaf parsley , (15g) 6 small wholemeal tortilla wraps 50 g feta cheese Dressing: 5 tablespoons natural yogurt ½ teaspoon English mustard 3 teaspoons cider vinegar 2 tablespoons extra virgin olive oil",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Posh beans on toast,"2 spring onions 4 ripe cherry tomatoes, mixed colours if possible extra virgin olive oil 1 lemon 1 large bunch of fresh mint 250 g frozen broad beans 150 g frozen peas 4 slices of sourdough 1 clove of garlic 2 sprigs of fresh rosemary 40 g feta cheese",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Pukka yellow curry,"2 onions 4 cloves of garlic 5 cm piece of ginger 2 yellow peppers 1 organic chicken stock cube 1-2 fresh red chillies ½ a bunch of fresh coriander , (15g) 1 teaspoon runny honey 1 level teaspoon ground tumeric 2 teaspoons curry powder 8 free-range chicken drumsticks olive oil 1 x 400 g tin of chickpeas 1 teaspoon tomato purée 1 mug of basmati rice , (320g) 1 lemon fat-free natural yoghurt , optional",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Zombie brain,"1 large celeriac , (roughly 1.2kg) olive oil 6 sprigs of fresh thyme 7 fresh bay leaves 6 cloves of garlic 30 g unsalted butter 200 g pearl barley 1 small onion 800 g mushrooms ¼ of a cube of vegetable stock 150 ml single cream 1 heaped teaspoon English mustard extra virgin olive oil",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Giant veg rösti,600 g potatoes 3 large carrots ½ teaspoon Dijon mustard ½ a lemon extra virgin olive oil olive oil 100 g frozen peas 100 g baby spinach 4 large eggs 50 g feta cheese,not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
BBQ baked beans,"2 red onions 2 cloves of garlic 1 fresh red chilli 2 large carrots olive oil 1 heaped teaspoon sweet smoked paprika 1 level teaspoon cumin seeds 1 level teaspoon dried chilli flakes 6 medium sweet potatoes 1 x 700 ml jar of passata 2 x 400 g tins of mixed beans 100 ml quality BBQ sauce a few sprigs of fresh rosemary ½ a loaf of ciabatta or stale bread 40 g Cheddar cheese , optional fat-free natural yoghurt , to serve",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Fantastic fish tikka curry,"1 lemon 3 tablespoons tikka curry paste 400 g frozen white fish fillets , from sustainable sources 1 onion 2 cloves of garlic 5 cm piece of ginger 1 fresh red chilli 15 g fresh coriander , (½ a bunch) olive oil 300 g potatoes 2 ripe tomatoes 300 g frozen cauliflower florets 50 g red split lentils 1 mug basmati rice , (320g) 10 cloves 4 tablespoons fat-free natural yoghurt",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Chicken & chorizo paella,"2 cloves of garlic 1 onion 1 carrot ½ a bunch of fresh flat-leaf parsley , (15g) 70 g quality chorizo 2 free-range chicken thighs , skin off, bone out olive oil 1 teaspoon sweet smoked paprika 1 red pepper 1 tablespoon tomato purée 1 organic chicken stock cube 300 g paella rice 100 g frozen peas 200 g frozen peeled cooked prawns , from sustainable sources 1 lemon",not-too-tricky,rice,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Carbonara of smoked mackerel,"320 g dried penne 1 onion 1 large courgette 2 sprigs of fresh rosemary 130 g smoked boneless mackerel fillets olive oil 2 large eggs 100 ml semi-skimmed milk 40 g Parmesan cheese 1 lemon , optional",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Piri piri pork belly,"6 fresh bay leaves 1 level teaspoon smoked paprika 1 tablespoon olive oil 1.2 kg higher-welfare pork belly , skin on, bone in 2 red onions 1 sweet potato 4 cloves of garlic 2 fresh red chillies 1 tablespoon red wine vinegar 1 x 700 ml jar of passata 2 sprigs of fresh rosemary",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Hungover noodles,"5 cm piece of ginger 1 clove of garlic 2 tablespoons low-salt soy sauce 3 tablespoons rice wine vinegar 3 tablespoons sesame oil 1 Chinese cabbage 500 g fresh or frozen broccoli 250 g medium egg noodles 200 g mangetout 4 large free-range eggs olive oil hot chilli sauce , to serve",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Crispy pork tacos,"1 green pepper 1 large red onion 1 fresh green chilli 1 pinch of ground cloves 2 tablespoons red wine vinegar leftover pork dripping , optional olive oil 2 tablespoons Cajun seasoning 2 x 400 g tins of black beans 300 g leftover cooked pork leftover pork crackling , optional 1 level teaspoon sweet smoked paprika 12 taco shells ½ an iceberg lettuce 6 tablespoons fat-free natural yoghurt",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Classic tomato spaghetti,"1 bunch of fresh basil 1 medium onion 2 cloves of garlic 1 kg ripe tomatoes , or 2 x 400g tins of quality chopped tomatoes olive oil 1 tablespoon red wine or balsamic vinegar 480 g dried wholewheat spaghetti 15 g Parmesan cheese",not-too-tricky,pasta,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Pear crunch salad,"150 g watercress 2 heads of chicory , different colours if possible 1 lemon 2 tablespoons extra virgin olive oil sea salt freshly ground black pepper 1 firm pear 40 g blue cheese, such as Stilton or Cashel Blue",not-too-tricky,fruit,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Dexter Fletcher's party-time Mexican tacos,"1 x 1.8 kg whole free-range chicken 4 sprigs of fresh thyme olive oil 1 lemon 1 bulb of garlic 500 g plain flour , plus extra for dusting 1 cos lettuce 250 g ripe cherry tomatoes 2 ripe avocados 100 g mixed seeds 200 g feta cheese SALSA 2 fresh red or green chillies 500 g tomatillos or green tomatoes 1 bunch of fresh mint , (30g) 1 bunch of fresh coriander , (30g) 2 spring onions 1 clove of garlic 2 tablespoons cider vinegar extra virgin olive oil 1 splash of quality tequila",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Grilled tuna with tomato spaghetti,1 clove of garlic 200 g cherry tomatoes 30 g black olives 30 g green olives 1 teaspoon fennel seeds sea salt 30 g Parmesan cheese a small bunch of fresh basil olive oil 1 lemon 2 x 120 g tuna steaks (roughly 1.5cm thick) freshly ground black pepper 150 g dried spaghetti extra virgin olive oil ½ fresh red chilli 35 g rocket,not-too-tricky,seafood,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Beautiful stuffed porchetta,"1 x 5 kg higher-welfare pork loin with belly attached , skin on (ask your butcher to remove the bones, butterfly open the loin meat and score the skin vertically at ½cm intervals) 3 eating apples 4 carrots 2 red onions 2 heaped tablespoons plain flour 500 ml quality organic chicken stock STUFFING 4 large red onions 1 bunch of fresh sage , (30g) olive oil 1 knob of unsalted butter 75 g pine nuts 1 heaped teaspoon fennel seeds 75 g raisins 250 ml Vin Santo 170 g sourdough bread 1 clove of garlic 2 sprigs of fresh rosemary 150 g free-range chicken or higher-welfare pork livers , cleaned 1 lemon 8 fresh oysters , from sustainable sources 30 g Parmesan cheese",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Spiced roast lamb,"1 x 2.5 kg shoulder of lamb , bone in 1 handful of curry leaves olive oil 1 bunch of fresh coriander , (30g) extra virgin olive oil MARINADE 5 cm piece of ginger 1 bulb of garlic 1 large red onion 2 fresh green chillies 50 g ground almonds 2 tablespoons fat-free natural yoghurt 1 tablespoon brown mustard seeds 1 tablespoon white wine vinegar SAUCE 3 cm piece of ginger 8 cloves of garlic 1 fresh green chilli 1 heaped tablespoon brown mustard seeds 1 handful of curry leaves 4 large ripe tomatoes 1 x 400 ml tin of light coconut milk white wine vinegar or ½ a lemon",not-too-tricky,lamb,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
NYC-style pizza,"1 kg strong white bread flour , plus extra for dusting 1 x 7 g sachet of yeast 1 teaspoon caster sugar fine sea salt and freshly ground black pepper olive oil extra virgin olive oil For the tomato sauce 3 cloves of garlic , peeled ½ a bunch of fresh basil , leaves picked 2 x 400 g tins of plum tomatoes For the topping ½ teaspoon fennel seeds 150 g pork mince 2 sprigs of fresh rosemary , leaves picked 300 g block of mozzarella cheese , for grating 30 jalapeño chillies",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Seared scallops & creamy mash,"400 g Maris Piper potatoes , peeled sea salt and freshly ground black pepper 60 g piece of thick smoked bacon 6 scallops , shelled and trimmed 2 knobs of unsalted butter 75 ml semi-skimmed milk olive oil a few sprigs of fresh sage ½ a lemon",not-too-tricky,seafood,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Indian pani puri,"200 g fine semolina 4 tablespoons plain flour , plus extra for dusting fine sea salt and freshly ground black pepper 130 ml soda water 1 large bunch fresh coriander 800 ml vegetable oil , for frying ½ a fennel bulb , trimmed 4 radishes , trimmed ½ a small red onion , peeled ½ a cucumber For the pani 500 g ripe tomatoes 1 teaspoon fennel seeds 10 whole black peppercorns 3 cloves of garlic , peeled 1 small thumb-sized piece of fresh ginger , peeled 3 fresh red chillies , deseeded 2 tablespoons red wine vinegar For the green salsa 1 thumb-sized piece of fresh ginger , peeled 2 fresh green chillies , trimmed 1 large bunch of fresh mint 150 ml fresh unsweetened apple juice 1 teaspoon tamarind paste or chutney For the spiced chickpeas olive oil 1 heaped teaspoon of cumin seeds 1 handful of curry leaves 1 pinch of ground cinnamon 1 x 400 g tin of chickpeas , drained 1 tablespoon tamarind paste or chutney",not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Gennaro’s meatball sandwiches,"100 g stale ciabatta 80 g mortadella 4 cloves of garlic , peeled ½ a bunch of fresh flat-leaf parsley , leaves picked 400 g quality beef mince 400 g higher-welfare pork mince 2 large free-range eggs 30 g Parmesan cheese , freshly grated sea salt freshly ground black pepper olive oil 1 onion , peeled ½ a fresh red chilli , deseeded 1 x 450 g jar of roasted red peppers , in brine 50 ml white wine 2 x 400 g tins of plum tomatoes balsamic vinegar 150 g smoked mozzarella 12 soft bread rolls",not-too-tricky,beef,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Spicy spaghetti vongole,"olive oil 6 cloves of garlic , peeled 1 x 400 g tin of plum tomatoes sea salt freshly ground black pepper 500 g spaghetti a bunch of fresh flat-leaf parsley 4 squid with tentacles , cleaned 1.5 kg clams , cleaned 100 ml white wine extra virgin olive oil 4 fresh red chillies",not-too-tricky,seafood,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Sweet & spicy beer can chicken,"1 x 1.8 kg whole free-range chicken olive oil 1 x 300 ml can of beer 2 tablespoons barbecue sauce 1 fresh red chilli , deseeded 1 bunch of spring onions , trimmed ½ a bunch of fresh coriander For the rub 1 heaped tablespoon smoked paprika 1 heaped teaspoon cayenne pepper 1 heaped tablespoon fennel seeds 1 heaped tablespoon coriander seeds 1 teaspoon cumin seeds 1-2 dried red chillies 1 heaped teaspoon sea salt 1 heaped tablespoon freshly ground black pepper 1 heaped tablespoon soft dark brown sugar",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Chicken in a crust,"20 g dried porcini mushrooms 1 clove of garlic 120 g wild mushrooms, such as chanterelles, girolles olive oil ½ a bunch of fresh thyme , (15g) 1 x 2.5 kg whole free-range chicken 2 kg plain flour ½ a bunch of fresh flat-leaf parsley , (15g) truffle oil 170 g unsalted butter , (at room temperature)",not-too-tricky,chicken,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Beautiful veggie moussaka,15 g dried porcini mushrooms 2 onions 2 cloves of garlic olive oil 4 sprigs of fresh rosemary 4 sprigs of fresh sage dried oregano 250 ml red wine 1 x 660 g jar of chickpeas 100 g dried brown lentils 4 fresh bay leaves 2 x 400 g tins of quality plum tomatoes 4 large firm aubergines 800 g potatoes 750 ml semi-skimmed milk 5 black peppercorns 75 g unsalted butter 75 g plain flour 50 g feta cheese 50 g kefalotyri or pecorino cheese 2 large free-range eggs,not-too-tricky,vegetables,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Salt-crust salmon,"1 x 2 kg whole salmon , gutted, gills removed, scales left on, from sustainable sources 4 lemons 1 bulb of fennel ½ a bunch of fresh-flat leaf parsley , (15g) ½ a bunch of fresh marjoram , (15g) 1 bunch of fresh chives , (30g) 4 kg rock salt 2 large free-range eggs BASIL YOGHURT ½ a bunch of fresh basil , (15g) 1 teaspoon English mustard 500 g Greek yoghurt extra virgin olive oil CHILLI SALSA 3 fresh red chillies 1 bunch of fresh mint , (30g) runny honey cider vinegar",not-too-tricky,salmon,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
The ultimate steak & roasties,"1 kg French-trimmed côte de boeuf , with a good layer of intramuscular fat 1.8 kg Maris piper potatoes 1 bulb of garlic olive oil 1 knob of unsalted butter 2 sprigs of fresh rosemary ½ a bunch of fresh woody herbs , (15g), such as thyme, oregano, rosemary extra virgin olive oil FLAVOURED VINEGAR 2 sprigs of fresh rosemary 50 ml cider, white wine or red wine vinegar ½ teaspoon fennel seeds or dried chilli flakes",not-too-tricky,beef,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Super-quick salmon gravadlax,"1 heaped tablespoon dark soft brown sugar 25ml vodka sea salt ½ an orange , zest from 2 lemons a bunch of fresh dill 2 x 150 g salmon fillets , pinboned, skin on 4 tablespoons soured cream 1½ teaspoons jarred grated horseradish extra virgin olive oil 1 x 250 g vacuum pack of beetroots balsamic vinegar To serve: 1 punnet of cress 1 loaf of rye bread",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Sienna Miller's duck ragù,"1 x 2 kg whole duck olive oil 2 medium red onions 4 cloves of garlic 1 stick of celery 300 ml Chianti , or other red wine 2 x 400 g tins of quality plum tomatoes 100 g raisins 2 sprigs of fresh rosemary 3 fresh bay leaves 1 x Royal pasta dough fine semolina , for dusting extra virgin olive oil Parmesan cheese , for grating DUCK SKIN PANGRATTATO 1 clove of garlic 1 thick slice of quality stale bread 4 sprigs if fresh thyme",not-too-tricky,duck,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Jamaican-style jerk pork,"dark Jamaican rum olive oil 2 kg higher-welfare pork belly , skin removed 10 fresh bay leaves 2 medium onions 1.4 kg yellow yams 1 large knob of unsalted butter 250 g self-raising flour , plus extra for dusting 50 g cornmeal JERK SAUCE 8 spring onions 8 cloves of garlic , peeled 2 fresh Scotch bonnet chillies ½ a bunch of fresh thyme , (15g) 3 fresh bay leaves ½ teaspoon ground cloves 1 teaspoon ground allspice 1 teaspoon ground nutmeg 6 tablespoons white wine vinegar 2 tablespoons runny honey",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Traybaked Keralan fish curry,"3 onions 4 cloves of garlic 5 cm piece of ginger 2 fresh red chillies 1 bunch of fresh coriander (30g) 1 red pepper 1 yellow pepper olive oil 2 teaspoons brown mustard seeds 2 teaspoons fenugreek seeds 2 teaspoons fennel seeds 1 handful of curry leaves 1 x 1.5 kg side of salmon , skin on, scaled, pin-boned 300 g ripe cherry tomatoes 28 large raw peeled tiger prawns , from sustainable sources 2 x 400 g tins of light coconut milk 4 lemons",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Posh pork kebabs,"1 x 3 kg higher-welfare boneless pork loin , untied and skin removed 1 tablespoon fennel seeds olive oil 6 red onions 150 ml pomegranate molasses 150 ml red wine vinegar 1 iceberg lettuce 6 ripe beef tomatoes 1 cucumber 1 bunch of fresh mint 32 medium corn tortillas 1 pomegranate 1 x 500 ml tub fat-free natural yoghurt 4 lemons 1 x 300 g jar of pickled chillies",not-too-tricky,pork,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Oozy cheesy pasta with crispy pangritata,"3 heaped tablespoons mascarpone cheese or crème fraîche 100 g mixed leftover cheese 250 g dried taglierini extra virgin olive oil Pangritata: 2 slices of quality sourdough bread 1 clove of garlic 5 shelled walnuts 1 sprig of fresh rosemary, thyme or marjoram olive oil",not-too-tricky,cheese,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Bloody Mary beef,"1 x 1 kg piece of beef brisket olive oil 1 head of celery 4 small red onions a few sprigs of fresh thyme a few sprigs of fresh rosemary 2 fresh bay leaves 1.6 kg Maris Piper potatoes 1 large Savoy cabbage , or 400g curly kale 1 knob of unsalted butter 1 tablespoon jarred grated horseradish , or 3cm piece of fresh horseradish, finely grated, plus extra to serve extra virgin olive oil for the Bloody Mary mix: 1 x 700 g jar of passata 1 tablespoon jarred grated horseradish , or 3cm piece of fresh horseradish, finely grated 2 tablespoons Worcestershire sauce a few drops of Tabasco sauce 3 tablespoons vodka 1 tablespoon port ½ a lemon",not-too-tricky,beef,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Leftover turkey banh mi,"1 teaspoon low-salt soy sauce 1 tablespoon white wine vinegar 4 tablespoons leftover chicken liver pate optional: 1 fresh red chilli olive oil 190g leftover cooked turkey , preferably brown meat 1 lime 2 tablespoons sweet chilli sauce 2 medium baguettes 1 clove of garlic 3 cm piece of fresh ginger sea salt extra virgin olive oil 2 tablespoons mayonnaise ½ a small bunch of fresh coriander 1 carrot ½ cucumber ¼ of a white cabbage sesame oil",not-too-tricky,turkey,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
Rescue me kedgeree,"250 g basmati rice 4 large free-range eggs 2 lemons 2 fresh bay leaves 500 g undyed smoked haddock fillets , skin off, bones removed olive oil 1 knob of butter 1 onion , finely chopped 1 small bunch of fresh coriander , leaves picked, stalks finely chopped 1 red chilli , deseeded and finely sliced 1 heaped tablespoon Madras curry paste optional: lemon wedges natural yoghurt chilli , sliced",not-too-tricky,fish,"https://img.jamieoliver.com/jamieoliver/recipe-database/134795904.jpg?tr=w-800,h-1066"
